Orthogroup	Duplications (all)	Duplications (50% support)
OG0001392	2	2
OG0001393	2	2
OG0001394	2	2
OG0001395	2	2
OG0001396	2	2
OG0001397	2	2
OG0001398	2	2
OG0001399	2	2
OG0001400	2	2
OG0001401	2	2
OG0001402	2	2
OG0001403	2	2
OG0001404	2	2
OG0001405	2	2
OG0001406	2	2
OG0001407	2	2
OG0001408	2	2
OG0001409	2	2
OG0001410	2	2
OG0001411	2	2
OG0001412	2	2
OG0001413	2	2
OG0001414	2	2
OG0001415	2	2
OG0001416	2	2
OG0001417	2	2
OG0001418	2	2
OG0001419	2	2
OG0001420	2	2
OG0001421	2	2
OG0001422	2	2
OG0001423	2	2
OG0001424	2	2
OG0001425	2	2
OG0001426	2	2
OG0001427	2	2
OG0001428	2	2
OG0001429	2	2
OG0001430	2	2
OG0001431	2	2
OG0001432	2	2
OG0001433	2	2
OG0001434	2	2
OG0001435	2	2
OG0001436	2	2
OG0001437	2	2
OG0001438	2	2
OG0001439	2	2
OG0001440	2	2
OG0001441	2	2
OG0001442	2	2
OG0001443	2	2
OG0001444	2	2
OG0001445	2	2
OG0001446	2	2
OG0001447	2	2
OG0001448	2	2
OG0001449	2	2
OG0001450	2	2
OG0001451	2	2
OG0001452	2	2
OG0001453	2	2
OG0001454	2	2
OG0001455	2	2
OG0001456	2	2
OG0001457	2	2
OG0001458	2	2
OG0001459	2	2
OG0001460	2	2
OG0001461	2	2
OG0001462	2	2
OG0001463	2	2
OG0001464	2	2
OG0001465	2	2
OG0001466	2	2
OG0001467	2	2
OG0001468	2	2
OG0001469	2	2
OG0001470	2	2
OG0001471	2	2
OG0001472	2	2
OG0001473	2	2
OG0001474	2	2
OG0001475	2	2
OG0001476	2	2
OG0001477	2	2
OG0001478	2	2
OG0001479	2	2
OG0001480	2	2
OG0001481	2	2
OG0001482	2	2
OG0001483	2	2
OG0001484	2	2
OG0001485	2	2
OG0001486	2	2
OG0001487	2	2
OG0001488	2	2
OG0001489	2	2
OG0001490	2	2
OG0001491	2	2
OG0001492	2	2
OG0001493	2	2
OG0001494	2	2
OG0001495	2	2
OG0001496	2	2
OG0001497	2	2
OG0001498	2	2
OG0001499	2	2
OG0001500	2	2
OG0001501	2	2
OG0001502	2	2
OG0001503	2	2
OG0001504	2	2
OG0001505	2	2
OG0001506	2	2
OG0001507	2	2
OG0001508	2	2
OG0001509	2	2
OG0001510	2	2
OG0001511	2	2
OG0001512	2	2
OG0001513	2	2
OG0001514	2	2
OG0001515	2	2
OG0001516	2	2
OG0001517	2	2
OG0001518	2	2
OG0001519	2	2
OG0001520	2	2
OG0001521	2	2
OG0001522	1	1
OG0001523	2	2
OG0001524	2	2
OG0001525	2	2
OG0001526	2	2
OG0001527	2	2
OG0001528	2	2
OG0001529	2	2
OG0001530	2	2
OG0001531	2	2
OG0001532	2	2
OG0001533	2	2
OG0001534	2	2
OG0001535	2	2
OG0001536	2	2
OG0001537	2	2
OG0001538	2	2
OG0001539	2	2
OG0001540	2	2
OG0001541	2	2
OG0001542	2	2
OG0001543	2	2
OG0001544	2	2
OG0001545	2	2
OG0001546	2	2
OG0001547	2	2
OG0001548	2	2
OG0001549	2	2
OG0001550	2	2
OG0001551	2	2
OG0001552	2	2
OG0001553	3	3
OG0001554	3	3
OG0001555	3	3
OG0001556	3	3
OG0001557	3	3
OG0001558	3	3
OG0001559	3	3
OG0001560	3	3
OG0001561	3	3
OG0001562	3	3
OG0001563	3	3
OG0001564	3	3
OG0001565	3	3
OG0001566	3	3
OG0001567	3	3
OG0001568	3	3
OG0001569	3	3
OG0001570	3	3
OG0001571	3	3
OG0001572	3	3
OG0001573	3	3
OG0001574	3	3
OG0001575	3	3
OG0001576	3	3
OG0001577	3	3
OG0001578	3	3
OG0001579	3	3
OG0001580	3	3
OG0001581	3	3
OG0001582	3	3
OG0001583	3	3
OG0001584	3	3
OG0001585	3	3
OG0001586	3	3
OG0001587	3	3
OG0001588	3	3
OG0001589	3	3
OG0001590	3	3
OG0001591	3	3
OG0001592	3	3
OG0001593	3	3
OG0001594	3	3
OG0001595	3	3
OG0001596	3	3
OG0001597	3	3
OG0001598	3	3
OG0001599	3	3
OG0001600	3	3
OG0001601	3	3
OG0001602	3	3
OG0001603	3	3
OG0001604	3	3
OG0001605	3	3
OG0001606	3	3
OG0001607	3	3
OG0001608	3	3
OG0001609	3	3
OG0001610	3	3
OG0001611	3	3
OG0001612	3	3
OG0001613	3	3
OG0001614	3	3
OG0001615	3	3
OG0001616	3	3
OG0001617	3	3
OG0001618	3	3
OG0001619	3	3
OG0001620	3	3
OG0001621	3	3
OG0001622	3	3
OG0001623	3	3
OG0001624	3	3
OG0001625	3	3
OG0001626	3	3
OG0001627	3	3
OG0001628	3	3
OG0001629	3	3
OG0001630	3	3
OG0001631	3	3
OG0001632	3	3
OG0001633	3	3
OG0001634	3	3
OG0001635	3	3
OG0001636	3	3
OG0001637	3	3
OG0001638	3	3
OG0001639	3	3
OG0001640	3	3
OG0001641	3	3
OG0001642	3	3
OG0001643	3	3
OG0001644	3	3
OG0001645	3	3
OG0001646	3	3
OG0001647	3	3
OG0001648	3	3
OG0001649	3	3
OG0001650	3	3
OG0001651	3	3
OG0001652	3	3
OG0001653	3	3
OG0001654	3	3
OG0001655	3	3
OG0001656	3	3
OG0001657	3	3
OG0001658	3	3
OG0001659	3	3
OG0001660	3	3
OG0001661	3	3
OG0001662	3	3
OG0001663	3	3
OG0001664	3	3
OG0001665	3	3
OG0001666	3	3
OG0001667	3	3
OG0001668	3	3
OG0001669	3	3
OG0001670	3	3
OG0001671	3	3
OG0001672	3	3
OG0001673	3	3
OG0001674	3	3
OG0001675	3	3
OG0001676	3	3
OG0001677	3	3
OG0001678	3	3
OG0001679	3	3
OG0001680	3	3
OG0001681	3	3
OG0001682	3	3
OG0001683	3	3
OG0001684	3	3
OG0001685	3	3
OG0001686	3	3
OG0001687	3	3
OG0001688	3	3
OG0001689	3	3
OG0001690	3	3
OG0001691	3	3
OG0001692	3	3
OG0001693	3	3
OG0001694	3	3
OG0001695	3	3
OG0001696	3	3
OG0001697	3	3
OG0001698	3	3
OG0001699	3	3
OG0001700	3	3
OG0001701	3	3
OG0001702	3	3
OG0001703	3	3
OG0001704	3	3
OG0001705	3	3
OG0001706	3	3
OG0001707	3	3
OG0001708	3	3
OG0001709	3	3
OG0001710	3	3
OG0001711	3	3
OG0001712	3	3
OG0001713	3	3
OG0001714	3	3
OG0001715	3	3
OG0001716	3	3
OG0001717	3	3
OG0001718	3	3
OG0001719	3	3
OG0001720	3	3
OG0001721	3	3
OG0001722	3	3
OG0001723	3	3
OG0001724	3	3
OG0001725	3	3
OG0001726	3	3
OG0001727	3	3
OG0001728	3	3
OG0001729	3	3
OG0001730	3	3
OG0001731	3	3
OG0001732	3	3
OG0001733	3	3
OG0001734	3	3
OG0001735	3	3
OG0001736	3	3
OG0001737	3	3
OG0001738	3	3
OG0001739	3	3
OG0001740	3	3
OG0001741	3	3
OG0001742	3	3
OG0001743	3	3
OG0001744	3	3
OG0001745	3	3
OG0001746	3	3
OG0001747	3	3
OG0001748	3	3
OG0001749	3	3
OG0001750	3	3
OG0001751	3	3
OG0001752	3	3
OG0001753	3	3
OG0001754	3	3
