Orthogroup	19222_Sid_GoodCoral_500lnThresh_Final	29422_past_LongestContig_suffixed
OG0004319	Siderastrea_Mexico_Barshis-Radice_Host_contig11562	
OG0004320	Siderastrea_Mexico_Barshis-Radice_Host_contig09548	
OG0004321	Siderastrea_Mexico_Barshis-Radice_Host_contig14740	
OG0004322	Siderastrea_Mexico_Barshis-Radice_Host_contig18615	
OG0004323	Siderastrea_Mexico_Barshis-Radice_Host_contig04762	
OG0004324	Siderastrea_Mexico_Barshis-Radice_Host_contig04384	
OG0004325	Siderastrea_Mexico_Barshis-Radice_Host_contig18614	
OG0004326	Siderastrea_Mexico_Barshis-Radice_Host_contig18345	
OG0004327	Siderastrea_Mexico_Barshis-Radice_Host_contig18616	
OG0004328	Siderastrea_Mexico_Barshis-Radice_Host_contig13636	
OG0004329	Siderastrea_Mexico_Barshis-Radice_Host_contig08662	
OG0004330	Siderastrea_Mexico_Barshis-Radice_Host_contig09240	
OG0004331	Siderastrea_Mexico_Barshis-Radice_Host_contig06672	
OG0004332	Siderastrea_Mexico_Barshis-Radice_Host_contig04385	
OG0004333	Siderastrea_Mexico_Barshis-Radice_Host_contig09466	
OG0004334	Siderastrea_Mexico_Barshis-Radice_Host_contig15286	
OG0004335	Siderastrea_Mexico_Barshis-Radice_Host_contig15281	
OG0004336	Siderastrea_Mexico_Barshis-Radice_Host_contig15282	
OG0004337	Siderastrea_Mexico_Barshis-Radice_Host_contig03728	
OG0004338	Siderastrea_Mexico_Barshis-Radice_Host_contig15288	
OG0004339	Siderastrea_Mexico_Barshis-Radice_Host_contig15939	
OG0004340	Siderastrea_Mexico_Barshis-Radice_Host_contig15938	
OG0004341	Siderastrea_Mexico_Barshis-Radice_Host_contig13889	
OG0004342	Siderastrea_Mexico_Barshis-Radice_Host_contig13888	
OG0004343	Siderastrea_Mexico_Barshis-Radice_Host_contig07265	
OG0004344	Siderastrea_Mexico_Barshis-Radice_Host_contig07266	
OG0004345	Siderastrea_Mexico_Barshis-Radice_Host_contig07267	
OG0004346	Siderastrea_Mexico_Barshis-Radice_Host_contig07260	
OG0004347	Siderastrea_Mexico_Barshis-Radice_Host_contig07263	
OG0004348	Siderastrea_Mexico_Barshis-Radice_Host_contig11543	
OG0004349	Siderastrea_Mexico_Barshis-Radice_Host_contig11540	
OG0004350	Siderastrea_Mexico_Barshis-Radice_Host_contig11546	
OG0004351	Siderastrea_Mexico_Barshis-Radice_Host_contig11547	
OG0004352	Siderastrea_Mexico_Barshis-Radice_Host_contig11544	
OG0004353	Siderastrea_Mexico_Barshis-Radice_Host_contig11545	
OG0004354	Siderastrea_Mexico_Barshis-Radice_Host_contig01551	
OG0004355	Siderastrea_Mexico_Barshis-Radice_Host_contig11548	
OG0004356	Siderastrea_Mexico_Barshis-Radice_Host_contig11549	
OG0004357	Siderastrea_Mexico_Barshis-Radice_Host_contig02824	
OG0004358	Siderastrea_Mexico_Barshis-Radice_Host_contig14880	
OG0004359	Siderastrea_Mexico_Barshis-Radice_Host_contig14881	
OG0004360	Siderastrea_Mexico_Barshis-Radice_Host_contig14884	
OG0004361	Siderastrea_Mexico_Barshis-Radice_Host_contig14885	
OG0004362	Siderastrea_Mexico_Barshis-Radice_Host_contig14886	
OG0004363	Siderastrea_Mexico_Barshis-Radice_Host_contig14887	
OG0004364	Siderastrea_Mexico_Barshis-Radice_Host_contig14888	
OG0004365	Siderastrea_Mexico_Barshis-Radice_Host_contig14889	
OG0004366	Siderastrea_Mexico_Barshis-Radice_Host_contig02506	
OG0004367	Siderastrea_Mexico_Barshis-Radice_Host_contig17868	
OG0004368	Siderastrea_Mexico_Barshis-Radice_Host_contig17863	
OG0004369	Siderastrea_Mexico_Barshis-Radice_Host_contig17862	
OG0004370	Siderastrea_Mexico_Barshis-Radice_Host_contig17867	
OG0004371	Siderastrea_Mexico_Barshis-Radice_Host_contig17866	
OG0004372	Siderastrea_Mexico_Barshis-Radice_Host_contig17865	
OG0004373	Siderastrea_Mexico_Barshis-Radice_Host_contig13884	
OG0004374	Siderastrea_Mexico_Barshis-Radice_Host_contig02560	
OG0004375	Siderastrea_Mexico_Barshis-Radice_Host_contig02561	
OG0004376	Siderastrea_Mexico_Barshis-Radice_Host_contig02563	
OG0004377	Siderastrea_Mexico_Barshis-Radice_Host_contig02564	
OG0004378	Siderastrea_Mexico_Barshis-Radice_Host_contig07045	
OG0004379	Siderastrea_Mexico_Barshis-Radice_Host_contig02566	
OG0004380	Siderastrea_Mexico_Barshis-Radice_Host_contig07048	
OG0004381	Siderastrea_Mexico_Barshis-Radice_Host_contig07049	
OG0004382	Siderastrea_Mexico_Barshis-Radice_Host_contig08979	
OG0004383	Siderastrea_Mexico_Barshis-Radice_Host_contig08978	
OG0004384	Siderastrea_Mexico_Barshis-Radice_Host_contig17379	
OG0004385	Siderastrea_Mexico_Barshis-Radice_Host_contig07248	
OG0004386	Siderastrea_Mexico_Barshis-Radice_Host_contig01316	
OG0004387	Siderastrea_Mexico_Barshis-Radice_Host_contig01317	
OG0004388	Siderastrea_Mexico_Barshis-Radice_Host_contig01314	
OG0004389	Siderastrea_Mexico_Barshis-Radice_Host_contig01312	
OG0004390	Siderastrea_Mexico_Barshis-Radice_Host_contig01310	
OG0004391	Siderastrea_Mexico_Barshis-Radice_Host_contig01311	
OG0004392	Siderastrea_Mexico_Barshis-Radice_Host_contig04794	
OG0004393	Siderastrea_Mexico_Barshis-Radice_Host_contig04797	
OG0004394	Siderastrea_Mexico_Barshis-Radice_Host_contig04791	
OG0004395	Siderastrea_Mexico_Barshis-Radice_Host_contig02788	
OG0004396	Siderastrea_Mexico_Barshis-Radice_Host_contig02789	
OG0004397	Siderastrea_Mexico_Barshis-Radice_Host_contig04003	
OG0004398	Siderastrea_Mexico_Barshis-Radice_Host_contig11133	
OG0004399	Siderastrea_Mexico_Barshis-Radice_Host_contig07884	
OG0004400	Siderastrea_Mexico_Barshis-Radice_Host_contig11131	
OG0004401	Siderastrea_Mexico_Barshis-Radice_Host_contig11137	
OG0004402	Siderastrea_Mexico_Barshis-Radice_Host_contig11135	
OG0004403	Siderastrea_Mexico_Barshis-Radice_Host_contig11139	
OG0004404	Siderastrea_Mexico_Barshis-Radice_Host_contig11138	
OG0004405	Siderastrea_Mexico_Barshis-Radice_Host_contig07886	
OG0004406	Siderastrea_Mexico_Barshis-Radice_Host_contig16587	
OG0004407	Siderastrea_Mexico_Barshis-Radice_Host_contig07880	
OG0004408	Siderastrea_Mexico_Barshis-Radice_Host_contig03213	
OG0004409	Siderastrea_Mexico_Barshis-Radice_Host_contig03215	
OG0004410	Siderastrea_Mexico_Barshis-Radice_Host_contig03217	
OG0004411	Siderastrea_Mexico_Barshis-Radice_Host_contig00401	
OG0004412	Siderastrea_Mexico_Barshis-Radice_Host_contig00403	
OG0004413	Siderastrea_Mexico_Barshis-Radice_Host_contig00405	
OG0004414	Siderastrea_Mexico_Barshis-Radice_Host_contig00407	
OG0004415	Siderastrea_Mexico_Barshis-Radice_Host_contig00406	
OG0004416	Siderastrea_Mexico_Barshis-Radice_Host_contig00409	
OG0004417	Siderastrea_Mexico_Barshis-Radice_Host_contig02787	
OG0004418	Siderastrea_Mexico_Barshis-Radice_Host_contig03337	
