"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","isogroup07701_Past",966.899758107692,2.5968189785411,0.526213817968945,4.93491217802713,8.01868330092603e-07,0.00650716149870147
"2","isogroup04988_Past",8.98982544504481,1.9721852595452,0.523315264164203,3.76863698538398,0.000164141397564703,0.449860488878741
"3","isogroup06150_Past",4.87763447985566,-2.75010389982379,0.739065977116044,-3.72105330914452,0.000198393548183568,0.449860488878741
"4","isogroup12584_Past",3.84817066049953,1.90923039263206,0.522379850800276,3.65486989918764,0.000257312429082916,0.449860488878741
"5","isogroup10149_Past",5.4585939048959,1.26401246906055,0.355622534302773,3.55436550593946,0.00037889224597482,0.449860488878741
"6","isogroup04577_Past",4.46394712263569,1.3537775681169,0.386858049786706,3.49941682450011,0.000466277051832726,0.449860488878741
"7","isogroup21875_Past",16.6219697640366,1.76075996889713,0.511370163269463,3.44321999085681,0.000574831511123072,0.449860488878741
"8","GCKDGN102C5F2F_Past",7.39368065869124,1.47343182665969,0.432395118389819,3.40760513704815,0.000655356557506373,0.449860488878741
"9","isogroup09807_Past",13.296561989069,4.8485612340119,1.42648272999784,3.39896244942219,0.000676420025714613,0.449860488878741
"10","isogroup09905_Past",17.1730613020388,1.56252750574419,0.460299444586973,3.39458916172764,0.000687316556331733,0.449860488878741
"11","isogroup06646_Past",8.73175063725502,1.03184391010136,0.307193865954677,3.35893396469576,0.000782437620898367,0.449860488878741
"12","isogroup01538_Past",14.2659837989902,1.51267184386931,0.450542656302735,3.35744423465398,0.000786666101723852,0.449860488878741
"13","isogroup04208_Past",7.08121791664027,1.57804797956776,0.472360037080091,3.34077368043773,0.000835452949397369,0.449860488878741
"14","isogroup10567_Past",9.72576454934604,1.06478241851193,0.319475780021109,3.33290498090834,0.000859442887986135,0.449860488878741
"15","isogroup18052_Past",3.63899343850546,1.66389762911818,0.500484009903696,3.32457700184737,0.00088552776130352,0.449860488878741
"16","isogroup05168_Past",9.27556680596499,0.981734999476391,0.295336547222123,3.32412296652885,0.000886970772897087,0.449860488878741
"17","isogroup08375_Past",4.30148677510512,-1.45418573465534,0.446843210386276,-3.25435343058756,0.00113650789243856,0.542515385125819
"18","isogroup05841_Past",3.52179309004809,1.9355484599897,0.605168768833702,3.19836144836083,0.00138210929438226,0.60513800279723
"19","isogroup01695_Past",33.8871361220851,0.895544834633667,0.282158407901247,3.1739080231382,0.00150401342739984,0.60513800279723
"20","isogroup06621_Past",6.12603074870138,1.5131745799032,0.479509771782835,3.15566995491492,0.00160129944492691,0.60513800279723
"21","isogroup01440_Past",23.345945562255,-0.963026634283632,0.306769018315639,-3.13925649849282,0.00169377117985168,0.60513800279723
"22","isogroup13571_Past",6.66181745309905,-1.46642227718395,0.469996002522708,-3.12007393533757,0.00180805651663216,0.60513800279723
"23","isogroup04322_Past",12.8026806674689,2.58476379318695,0.830945690324681,3.11062903783397,0.00186689308012719,0.60513800279723
"24","isogroup24494_Past",3.96647683366197,-1.49731655819474,0.482401166838975,-3.10388253827451,0.00190999143647707,0.60513800279723
"25","isogroup01734_Past",13.8438163823817,0.868046979555179,0.279827012082731,3.10208429520214,0.00192163230626969,0.60513800279723
"26","isogroup05375_Past",3.95798231728586,1.31975498564664,0.425803482369827,3.09944620063107,0.00193882785862329,0.60513800279723
"27","isogroup02390_Past",7.45346467090442,0.989443027616185,0.321376411840139,3.07876680167915,0.00207859316447986,0.614350881634145
"28","isogroup18549_Past",3.69434989292647,-1.49009191201912,0.484910818509774,-3.07291950424712,0.00211975658481282,0.614350881634145
"29","isogroup03010_Past",16.004943690258,-0.916449934263383,0.300013752548704,-3.05469308149334,0.00225290945286675,0.6172683885366
"30","GCKDGN103G1276_Past",2.44441700427513,-1.77026403381337,0.580360895111661,-3.05028138305695,0.0022862705768118,0.6172683885366
"31","isogroup23048_Past",4.85572666573673,1.53799662238474,0.506352211718477,3.03740476844178,0.00238624791435158,0.6172683885366
"32","isogroup15428_Past",6.5585111392478,0.994303135033475,0.327999395569211,3.03141758327926,0.00243408360236244,0.6172683885366
"33","isogroup21360_Past",4.24517342870918,1.31180763462053,0.440108677771978,2.98064478360543,0.00287642230149199,0.697477878779643
"34","isogroup02889_Past",4.47451653086439,1.65779999902433,0.557321484721643,2.97458476744769,0.00293385383710905,0.697477878779643
"35","isogroup04765_Past",3.00684277533482,1.3544781067282,0.456530292973124,2.96689645260395,0.00300822252092268,0.697477878779643
"36","isogroup11244_Past",4.82243602993202,1.28338538717855,0.434032604516456,2.9568870490924,0.0031076193292729,0.700509190473599
"37","isogroup01864_Past",9.00528245141065,0.947973973525221,0.325031443824746,2.91656081753235,0.00353913717929036,0.7429181210809
"38","isogroup04134_Past",9.53112386836816,-1.084503475512,0.372406557647228,-2.91214924453433,0.00358951085313177,0.7429181210809
"39","GCKDGN102DG9VN_Past",2.96909961272693,2.44987034920035,0.844000009128681,2.90268995580879,0.00369972712462285,0.7429181210809
"40","isogroup10706_Past",2.83368883678673,-1.41831997327513,0.490994768674958,-2.88866616054328,0.00386879567918069,0.7429181210809
"41","isogroup00088_Past",9.48636737501687,0.938287219799232,0.325864814883411,2.87937567035255,0.00398463374591224,0.7429181210809
"42","isogroup04963_Past",3.60829213521385,-1.32058670330926,0.458648773571024,-2.8792984510287,0.00398560960940074,0.7429181210809
"43","isogroup12760_Past",13.0087679761434,0.806614497321029,0.280309829498348,2.87758191985124,0.00400735846994367,0.7429181210809
