GeneName,NC_291_C_Pa_yr2,NC_294_C_Pa_yr2,NC_297_C_Pa_yr2,NC_300_C_Pa_yr2,NC_313_C_Pa_yr2,NC_316_C_Pa_yr2,NC_319_C_Pa_yr2,NC_322_C_Pa_yr2,NC_325_C_Pa_yr2,NO_265_La_Pa_yr2,NO_268_La_Pa_yr2,NO_271_La_Pa_yr2,NO_274_La_Pa_yr2,NO_277_La_Pa_yr2,NO_280_La_Pa_yr2,NO_289_La_Pa_yr2,NO_266_N_Pa_yr2,NO_272_N_Pa_yr2,NO_275_N_Pa_yr2,NO_278_N_Pa_yr2,NC_292_La_Pa_yr2,NC_295_La_Pa_yr2,NC_298_La_Pa_yr2,NC_311_La_Pa_yr2,NC_314_La_Pa_yr2,NC_317_La_Pa_yr2,NC_320_La_Pa_yr2,NC_326_La_Pa_yr2,NC_293_N_Pa_yr2,NC_312_N_Pa_yr2,NC_318_N_Pa_yr2,NC_327_N_Pa_yr2,NO_261_C_Pa_yr2,NO_264_C_Pa_yr2,NO_267_C_Pa_yr2,NO_270_C_Pa_yr2,NO_276_C_Pa_yr2,NO_279_C_Pa_yr2,NO_282_C_Pa_yr2,NO_288_C_Pa_yr2
GCKDGN101A4NZH_Past,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,1,2,1,1,1
GCKDGN101A4PKS_Past,0,0,0,3,0,0,0,2,2,0,0,0,0,2,0,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,1,1
GCKDGN101A4PN8_Past,5,8,9,13,7,12,3,3,12,0,0,4,2,2,0,11,5,0,4,6,0,9,6,0,8,6,0,7,0,0,10,4,15,3,1,0,5,2,4,6
GCKDGN101A4PRK_Past,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0
GCKDGN101A4Q5O_Past,1,0,6,0,0,4,0,0,9,0,0,7,2,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,2,1,0,0,0,1,0,5,0,0
GCKDGN101A4R0L_Past,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
GCKDGN101A4RKF_Past,2,2,0,5,3,1,3,2,2,0,0,1,1,0,0,3,1,0,3,2,0,1,2,0,2,1,0,1,0,0,3,6,2,3,3,0,1,0,0,0
GCKDGN101A4RYG_Past,0,2,0,2,1,2,0,0,7,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,1,2,0,1,0,0,0,1,0,1,5,1,1,0,1,0
GCKDGN101A4S6K_Past,0,2,2,3,3,0,3,2,8,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,2,0,1
GCKDGN101A4SUY_Past,1,2,2,0,1,1,3,1,5,0,0,0,0,3,0,3,4,0,1,1,0,7,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,1,2,5
GCKDGN101A4VAF_Past,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,1,2,2,0,0,0,1,1,0
GCKDGN101A4VKU_Past,1,5,2,0,2,3,0,0,6,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,2,0,0,4,1,6
GCKDGN101A4W2H_Past,0,4,2,1,0,1,0,4,5,0,0,0,0,2,0,4,2,0,2,1,0,0,0,0,3,2,0,1,0,0,0,1,0,0,0,0,1,5,1,5
GCKDGN101A4WM3_Past,2,0,0,0,0,0,3,0,2,0,0,0,2,5,1,1,2,0,2,0,0,4,0,0,1,1,0,2,0,0,5,1,1,1,4,0,0,1,2,3
GCKDGN101A4XN7_Past,3,1,1,3,1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,2,0,0,3,1,0,1,4,0,1,8,0,1
GCKDGN101A4XPZ_Past,0,2,0,2,0,1,1,2,0,0,0,0,2,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,1,0,2
GCKDGN101A4XXK_Past,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GCKDGN101A4XYM_Past,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,2,1,1,4
GCKDGN101A4YYR_Past,0,1,1,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,3,1,1
GCKDGN101A4ZEK_Past,2,3,0,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,2,1,1,0,0,2,0,0,1
GCKDGN101A51N3_Past,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,1
GCKDGN101A5213_Past,1,1,1,2,1,2,0,0,2,1,0,1,0,0,0,0,1,0,3,2,0,1,0,0,1,2,0,2,0,0,0,0,0,2,0,1,3,5,2,3
GCKDGN101A527Z_Past,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,2,1,1,0,2,0,0
GCKDGN101A52QR_Past,0,4,2,2,3,2,2,1,4,0,1,0,3,7,0,5,2,0,1,2,0,0,1,0,0,3,0,4,0,0,3,7,1,0,1,1,3,3,1,3
GCKDGN101A52V3_Past,0,9,5,10,1,4,7,0,13,0,0,1,3,2,0,3,2,0,1,8,0,4,2,0,6,0,0,0,0,0,2,6,3,4,1,1,2,7,2,5
GCKDGN101A53V7_Past,1,4,0,5,4,4,2,1,12,0,1,3,1,1,0,6,3,0,5,7,0,1,3,0,3,3,0,2,0,1,1,4,3,6,1,0,4,5,0,5
GCKDGN101A53WE_Past,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GCKDGN101A53ZU_Past,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
GCKDGN101A54LW_Past,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
GCKDGN101A54RM_Past,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCKDGN101A54XY_Past,0,1,0,3,0,1,2,0,1,0,0,0,1,1,0,0,0,1,0,2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,1
GCKDGN101A56R5_Past,1,2,1,1,0,2,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,3,0,1,0,1,6,0,3
GCKDGN101A57ST_Past,1,4,1,3,1,9,4,5,17,0,0,0,2,4,0,1,3,0,1,2,0,3,3,0,8,10,0,2,0,0,2,1,4,1,1,3,2,10,0,2
GCKDGN101A59EA_Past,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
GCKDGN101A5AD9_Past,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GCKDGN101A5BBQ_Past,3,2,3,8,0,5,5,2,2,1,2,2,0,6,0,11,8,0,5,3,0,5,0,0,10,3,0,3,1,0,8,0,3,2,0,0,1,5,3,10
GCKDGN101A5BL5_Past,0,0,0,3,2,0,0,0,3,0,0,0,1,1,0,1,0,0,3,1,0,2,0,0,2,1,0,0,0,0,2,2,3,2,0,0,2,0,1,1
GCKDGN101A5DJ7_Past,1,1,3,4,0,4,2,1,4,1,0,2,0,0,0,3,2,0,1,0,0,3,2,0,2,2,0,0,0,0,2,1,2,5,1,2,0,6,2,2
GCKDGN101A5F06_Past,12,22,7,27,10,10,14,8,35,0,0,3,8,9,0,27,10,0,14,13,0,7,6,0,12,18,0,8,0,0,15,23,23,15,6,4,15,12,11,23
GCKDGN101A5FF0_Past,0,1,3,1,0,0,0,1,6,0,0,1,1,3,0,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,2,1,0,1,0,2,2
GCKDGN101A5HQD_Past,0,0,1,0,2,2,1,0,3,0,1,1,0,0,0,3,1,0,0,1,0,2,0,0,2,4,0,0,0,0,3,1,0,1,2,0,0,1,0,1
GCKDGN101A5KEV_Past,2,1,0,1,1,6,3,0,5,0,0,0,1,0,0,2,0,0,0,3,0,1,1,0,0,2,0,1,0,0,1,3,0,0,0,1,2,5,2,2
GCKDGN101A5LV7_Past,0,1,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
GCKDGN101A5OA9_Past,3,4,5,5,3,15,6,1,36,0,0,3,0,3,0,7,4,0,0,6,0,0,0,0,4,17,0,2,0,0,4,2,3,1,0,2,3,15,0,8
GCKDGN101A5P57_Past,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0
GCKDGN101A5P5R_Past,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,1,0,2,0
GCKDGN101A5QLW_Past,0,2,1,3,0,2,1,4,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,2,5,1,3
GCKDGN101A5QMR_Past,2,12,7,11,2,14,3,2,12,0,0,1,4,2,0,7,5,0,2,8,0,2,7,0,3,6,0,7,0,0,2,11,4,4,12,2,1,6,2,6
GCKDGN101A5QSY_Past,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
GCKDGN101A5R8X_Past,6,2,0,1,2,4,3,0,6,0,0,0,0,1,0,8,1,0,0,1,0,3,0,0,0,2,0,5,0,0,5,0,0,2,1,0,2,1,0,5
GCKDGN101A5S0Y_Past,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,2,1,0
GCKDGN101A5S8T_Past,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0
GCKDGN101A5U57_Past,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3
GCKDGN101A5WAE_Past,0,6,0,4,1,1,1,4,4,0,0,0,0,0,0,2,0,0,0,2,0,1,1,0,1,2,0,0,0,0,4,1,1,1,0,0,0,5,1,5
GCKDGN101A5WJE_Past,3,5,3,4,2,4,1,4,18,0,0,4,0,3,0,4,4,1,4,3,0,1,4,0,0,7,0,3,0,0,6,1,3,5,5,1,4,9,5,6
GCKDGN101A5XJ8_Past,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2
GCKDGN101A5YWS_Past,0,1,2,1,1,5,1,1,3,0,0,0,0,2,0,1,5,0,2,2,0,2,0,0,1,0,0,0,0,0,3,1,0,3,0,1,0,1,1,2
GCKDGN101A5ZFE_Past,2,2,1,1,0,2,5,2,8,0,0,0,0,0,0,9,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,1,0,3,2,1,1,5,1,1
GCKDGN101A5ZON_Past,2,5,0,6,3,2,0,3,2,0,0,1,2,1,0,2,0,0,0,1,0,0,3,0,3,6,0,2,0,0,6,0,1,1,1,1,0,1,3,5
GCKDGN101A60E3_Past,5,2,8,4,3,7,0,1,3,0,0,1,0,6,0,9,1,0,1,2,0,4,4,0,2,5,0,0,0,0,0,2,4,2,0,0,3,9,0,2
GCKDGN101A60F2_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
GCKDGN101A63TD_Past,1,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,3,0,0
GCKDGN101A640O_Past,2,0,1,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0,3,1,0,0,0,0,1,0,3,1,1,0,1,0,0,2
GCKDGN101A642G_Past,4,1,3,1,2,4,1,2,5,0,0,4,0,5,0,2,0,0,1,3,0,0,0,0,5,6,0,0,0,0,1,1,0,2,4,1,2,3,0,4
GCKDGN101A65J4_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCKDGN101A67QA_Past,8,26,30,14,42,9,16,20,28,0,0,3,7,17,0,47,29,0,3,47,1,12,2,0,35,29,1,3,0,0,8,4,6,0,6,0,8,14,8,30
GCKDGN101A68P2_Past,0,1,0,4,1,3,1,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,1,0,2,0,0,1,3,2,5,0,0,0,1,1,2
GCKDGN101A69YR_Past,0,4,1,2,0,1,0,2,7,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,2,0,3,0,0,1,1,0,0,0,0,1,1,0,5
GCKDGN101A6A53_Past,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
GCKDGN101A6AIK_Past,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
GCKDGN101A6APY_Past,2,20,2,15,6,9,3,5,29,1,0,6,1,6,0,8,7,0,1,3,0,3,0,0,6,8,0,2,0,0,7,0,9,5,2,2,1,4,9,27
GCKDGN101A6D55_Past,1,3,5,0,0,6,4,1,7,0,0,2,1,1,0,2,5,0,0,1,0,2,3,0,4,4,0,0,0,0,1,0,2,3,0,0,3,2,2,3
GCKDGN101A6DFF_Past,2,4,3,5,0,2,0,0,2,0,0,0,2,2,0,5,2,0,0,0,0,0,2,0,1,4,0,3,0,0,1,4,2,12,0,0,4,5,3,3
GCKDGN101A6FH4_Past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCKDGN101A6HZZ_Past,0,1,2,2,2,2,0,0,7,0,0,0,0,2,0,1,2,0,2,0,0,0,0,0,2,4,0,0,0,0,0,1,3,0,0,0,2,1,0,0
GCKDGN101A6I2B_Past,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GCKDGN101A6IUP_Past,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,2,2,5,1,0
GCKDGN101A6JM5_Past,0,2,1,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCKDGN101A6KIZ_Past,1,0,0,1,1,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCKDGN101A6KTM_Past,0,0,1,1,1,1,1,1,1,0,0,0,3,0,0,6,1,0,1,2,0,6,1,0,0,0,0,0,0,0,0,1,1,1,6,0,2,2,1,2
GCKDGN101A6KXV_Past,0,1,0,1,0,2,1,2,2,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,2,0,0,2,1,2,0,0,0,0,0,0,0
GCKDGN101A6L12_Past,0,2,8,3,6,3,1,0,5,0,0,1,0,0,0,6,3,0,1,2,0,0,2,0,3,1,0,0,0,0,0,2,1,4,1,0,0,7,0,3
GCKDGN101A6N29_Past,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1
GCKDGN101A6QFQ_Past,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,0,3,1,0,2,0,0,0,0,0,5,0,1,0,1,0,1,2,1,2
GCKDGN101A6R0Y_Past,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCKDGN101A6RZZ_Past,0,2,2,2,1,0,0,3,1,0,0,3,1,0,0,1,1,0,1,1,0,1,3,0,3,2,0,1,0,0,1,1,2,2,2,0,0,2,1,2
GCKDGN101A6TK0_Past,2,6,1,7,3,1,3,3,7,0,0,3,0,2,0,5,2,0,1,2,0,0,1,0,1,3,0,2,0,0,4,2,4,7,4,2,2,3,2,4
GCKDGN101A6UZD_Past,0,2,1,1,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1
GCKDGN101A6W27_Past,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
GCKDGN101A6YC9_Past,0,3,1,1,1,2,0,2,7,0,0,4,0,0,0,2,0,0,4,2,0,3,0,0,2,2,0,2,0,0,1,3,0,3,0,3,0,4,0,1
GCKDGN101A6YHL_Past,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,2,0,2,1,0,0,1,0,1,0,0,4,0,0,0,2,0,0,1,1,2
GCKDGN101A6YL2_Past,1,7,6,6,1,7,1,3,11,1,0,1,0,1,0,6,3,0,5,3,0,3,3,0,4,8,0,1,0,0,6,1,3,8,8,1,5,2,2,8
GCKDGN101A70HE_Past,0,3,1,4,1,4,3,1,2,0,0,4,1,3,0,2,2,0,2,0,0,0,2,0,0,5,0,1,0,0,3,0,1,1,1,0,0,2,0,1
GCKDGN101A7126_Past,2,0,0,2,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,2,0,0,0,0,4,3,0,0,4,0,2,0,1,1
GCKDGN101A73PT_Past,0,1,0,1,1,0,0,0,3,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,2
GCKDGN101A74I7_Past,0,1,0,0,3,2,0,1,2,0,0,0,0,0,0,5,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,4,0,3
GCKDGN101A778K_Past,1,1,0,1,1,1,2,1,4,0,0,1,0,2,0,4,1,0,4,0,0,1,2,0,3,0,0,0,0,0,0,0,7,4,2,1,1,3,0,2
GCKDGN101A7EWB_Past,0,1,2,3,2,4,2,1,6,0,0,6,0,5,0,4,1,0,1,1,0,5,1,0,1,1,0,0,0,0,4,0,1,0,0,1,0,3,2,1
GCKDGN101A7EZ9_Past,2,11,10,6,2,5,8,4,20,0,0,2,2,5,1,2,4,0,6,2,0,0,2,0,4,1,0,4,0,0,2,3,4,8,1,2,1,8,0,7
GCKDGN101A7FPH_Past,0,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,1,0,0,0,0
GCKDGN101A7H4U_Past,1,16,3,6,2,4,1,1,7,0,0,0,1,0,0,4,1,0,3,0,0,3,0,0,1,3,0,1,0,0,7,1,10,10,2,1,5,4,3,5
GCKDGN101A7H5L_Past,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,1
GCKDGN101A7IKO_Past,14,35,18,19,8,23,18,12,36,0,0,6,15,8,0,17,18,0,8,25,0,10,9,0,6,15,0,6,0,0,19,16,22,12,13,2,17,26,9,30
GCKDGN101A7JFP_Past,0,0,0,0,0,0,4,5,13,0,0,3,2,1,0,4,1,0,5,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0,2,0,0,3,0,2
GCKDGN101A7JHH_Past,2,5,3,8,4,4,2,3,13,0,0,1,5,1,0,5,2,0,0,3,0,1,4,0,6,8,0,3,0,0,3,1,4,6,0,0,0,2,2,7
GCKDGN101A7K45_Past,4,0,1,1,0,3,1,3,6,0,0,1,2,0,0,7,0,0,4,3,0,1,0,0,2,1,0,2,0,0,5,7,3,5,7,1,1,3,1,4
GCKDGN101A7KKC_Past,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,4,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,5
GCKDGN101A7L4B_Past,0,5,1,10,1,1,2,6,1,0,0,0,0,0,0,2,1,0,0,3,0,4,2,0,0,1,0,1,0,0,0,0,1,3,3,0,4,4,3,2
GCKDGN101A7L4Y_Past,1,0,0,3,0,0,1,1,0,0,0,1,1,1,0,3,0,0,1,2,0,2,0,0,4,0,0,1,0,0,3,1,0,0,0,0,1,0,1,0
GCKDGN101A7LCW_Past,0,1,0,2,4,2,2,0,2,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,2,1,1,3,1,0,2
GCKDGN101A7NLU_Past,7,9,6,5,9,3,7,1,18,0,0,2,1,5,0,6,5,0,4,2,0,7,4,0,5,8,0,3,0,0,3,2,7,7,5,5,2,9,2,9
GCKDGN101A7NRW_Past,3,8,1,21,3,8,3,0,16,0,0,1,0,0,0,6,3,0,1,4,0,1,2,0,6,4,0,1,0,0,2,4,9,15,5,0,7,2,5,9
GCKDGN101A7OXO_Past,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,1,1,0
GCKDGN101A7QZ5_Past,3,7,2,15,6,4,2,3,8,1,0,2,1,2,0,8,3,0,4,5,0,5,2,0,6,4,1,3,0,0,6,6,13,26,7,2,1,6,3,5
GCKDGN101A7R5V_Past,0,2,0,0,3,0,1,2,5,0,0,0,2,2,0,0,0,0,1,3,0,1,0,0,3,2,0,3,0,0,1,1,3,2,0,0,0,1,1,3
GCKDGN101A7RRB_Past,0,1,0,1,1,0,1,0,2,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,0,0,2,0,1,4,1,2,1,0,0,0
GCKDGN101A7RU8_Past,6,0,2,2,0,6,2,0,6,0,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,2,0,0,0,0,2,1,1,1,0,2,0,1,0,2
GCKDGN101A7SEE_Past,6,11,2,9,1,2,2,3,12,1,13,4,5,6,0,8,2,0,7,7,0,3,1,0,9,10,0,4,0,0,2,13,6,5,11,7,12,10,3,6
GCKDGN101A7TPL_Past,2,4,0,1,1,1,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,1,0
GCKDGN101A7UY5_Past,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,1,1,0,0,3,0,3,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,2,0,0
GCKDGN101A7VH2_Past,0,1,3,3,2,1,7,2,5,0,0,3,2,3,0,5,0,0,4,2,0,0,1,0,2,4,1,0,0,0,3,2,1,2,0,1,1,4,2,2
GCKDGN101A7W15_Past,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GCKDGN101A7XOY_Past,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,10,1,0,1,5,0,2,1
GCKDGN101A7YAO_Past,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,3,0,2,0,0,1,0,1
GCKDGN101A7YXT_Past,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0
GCKDGN101A7YYV_Past,4,1,1,1,1,3,0,1,1,0,0,1,0,2,0,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,2,0,1,0,1,1
GCKDGN101A80KN_Past,5,16,18,16,13,15,14,3,25,0,0,7,6,7,0,11,10,0,11,6,0,2,11,0,15,15,0,6,1,0,12,10,10,14,13,1,12,14,6,9
GCKDGN101A831E_Past,0,1,0,2,1,0,1,1,1,0,2,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2
GCKDGN101A84QD_Past,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
GCKDGN101A84QZ_Past,0,5,6,11,9,0,4,2,8,0,0,1,1,2,0,6,14,0,2,13,0,2,0,0,3,2,0,2,0,0,5,6,5,3,7,1,1,0,0,15
GCKDGN101A866X_Past,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4
GCKDGN101A8BBD_Past,1,3,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,2,0,3,2,0,0,0,1,1
GCKDGN101A8BCS_Past,2,1,0,6,0,0,2,7,1,0,0,2,1,1,2,1,3,0,0,1,2,0,1,3,1,0,0,0,40,36,1,1,1,6,0,0,0,1,0,4
GCKDGN101A8GYF_Past,0,5,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0
GCKDGN101A8JMV_Past,2,3,2,2,1,0,3,0,1,0,0,0,1,1,0,4,1,0,1,2,0,0,1,0,2,2,0,0,0,0,2,4,6,2,1,0,3,2,1,4
GCKDGN101A8JQQ_Past,0,2,1,4,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,2,0,1
GCKDGN101A8JYC_Past,1,0,1,4,0,2,4,1,3,0,0,0,1,1,0,5,1,0,3,1,0,2,1,0,1,7,0,0,0,0,4,1,2,3,0,0,1,0,1,3
GCKDGN101A8KGC_Past,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,0,0
GCKDGN101A8L8D_Past,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
