"gene","NC_291_C_Pa_yr2","NC_294_C_Pa_yr2","NC_297_C_Pa_yr2","NC_300_C_Pa_yr2","NC_313_C_Pa_yr2","NC_316_C_Pa_yr2","NC_319_C_Pa_yr2","NC_322_C_Pa_yr2","NC_325_C_Pa_yr2","NO_265_La_Pa_yr2","NO_268_La_Pa_yr2","NO_271_La_Pa_yr2","NO_274_La_Pa_yr2","NO_277_La_Pa_yr2","NO_280_La_Pa_yr2","NO_289_La_Pa_yr2","NC_295_La_Pa_yr2","NC_298_La_Pa_yr2","NC_314_La_Pa_yr2","NC_317_La_Pa_yr2","NC_326_La_Pa_yr2","NO_261_C_Pa_yr2","NO_264_C_Pa_yr2","NO_267_C_Pa_yr2","NO_270_C_Pa_yr2","NO_276_C_Pa_yr2","NO_279_C_Pa_yr2","NO_282_C_Pa_yr2","NO_288_C_Pa_yr2"
"GE916680_Past",34.8994253715872,27.8860198118119,25.8523278273561,28.6667075914935,18.4096882895727,28.3365703912342,21.6191546949992,30.5963263988454,16.9452161739656,9.74575991409087,0,23.3157600008719,38.7183603685622,19.0921540319447,38.2414513807618,32.373272088958,21.4388476372112,16.8884884505897,23.0027065546872,16.02132409818,42.301076869585,36.2393853446295,43.3689688548132,36.7014111517338,12.5861445328534,36.4076191867263,16.6317447863319,27.1299518448752,38.4068991993976
"GE916682_Past",0,3.91382734200869,12.9261639136781,2.0772976515575,0,0.708414259780856,1.80159622458327,4.53278909612524,19.365961341675,0,0,11.1027428575581,0,0,0,0.46917785636171,2.92347922325607,2.11106105632372,0,2.5634118557088,6.7297167747067,4.60182671042914,3.89833427908434,3.11028908065541,7.19208259020194,0.809058204149474,8.31587239316593,2.26082932040627,0.512091989325301
"GE916775_Past",7.18517581179738,13.6983956970304,6.46308195683904,9.97102872747601,11.9662973882223,7.79255685758941,10.8095773474996,10.1987754662818,8.7752012329465,0,0,2.22054857151161,4.14839575377452,13.063052758699,0,8.44520141451078,1.94898614883738,6.33318316897115,7.18834579833974,3.8451177835632,11.5366573280686,8.62842508205465,9.2585439128253,11.1970406903595,7.19208259020194,9.70869844979369,6.75664631944732,7.91290262142195,8.70556381853012
"GE916948_Past",4.1058147495985,5.87074101301303,6.46308195683904,6.64735248498401,10.125328559265,12.7514566760554,5.40478867374981,0,2.72333831367305,38.9830396563635,0,5.55137142877903,4.14839575377452,4.01940084883047,76.4829027615237,4.6917785636171,4.87246537209346,4.22212211264744,5.03184205883782,4.4859707474904,1.92277622134477,5.75228338803643,5.36020963374096,3.11028908065541,1.79802064755048,7.28152383734527,1.03948404914574,5.65207330101568,5.12091989325301
"GE916977_Past",46.1904159329831,95.8887698792128,104.845551744278,82.2609870016771,74.5592375727696,92.0938537715112,91.8814074537468,100.854557388787,86.8442328915739,68.2203193986361,5.90409304700066,53.2931657162787,78.8195193217159,53.2570612470037,38.2414513807618,56.7705206197669,41.9032022000037,73.8871369713301,45.2865785295404,88.4377090219537,56.7218985296708,58.6732905579716,70.170017023518,38.5675846001271,50.3445781314136,67.1518309444063,87.3166601282423,97.2156607774696,91.6644660892289
"GE917004_Past",12.3174442487955,20.5475935455456,12.9261639136781,18.280219333706,12.8867818027009,19.835599273864,9.90877923520798,11.3319727403131,13.6166915683652,19.4915198281817,0,15.5438400005813,8.29679150754905,10.0485021220762,0,15.4828692599364,7.79594459534953,10.5553052816186,10.0636841176756,13.4579122424712,16.3435978814306,14.3807084700911,16.5679206861084,5.59852034517974,17.9802064755048,18.6083386954379,14.0330346634675,14.6953905826408,13.3143917224578
"GE917009_Past",12.3174442487955,11.7414820260261,10.7718032613984,12.463785909345,22.0916259474873,20.5440135336448,14.4127697966662,16.9979591104697,23.6022653851664,0,0,29.9774057154068,5.53119433836603,13.063052758699,0,14.0753356908513,19.4898614883738,6.33318316897115,13.6578570168455,18.5847359538888,9.61388110672386,14.3807084700911,12.1822946221385,18.0396766678014,28.7683303608077,12.9449312663916,14.0330346634675,20.3474638836564,16.8990356477349
"GE917011_Past",22.5819811227917,17.122994621288,9.33556282654527,6.64735248498401,15.6482350461368,12.0430424162745,9.00798112291635,13.5983672883757,9.68298067083751,0,0,13.3232914290697,13.8279858459151,9.04365190986856,12.7471504602539,17.3595806853833,4.87246537209346,13.7218968661042,12.2201878571776,20.5072948456704,22.1119265454649,10.3541100984656,6.82208498839759,17.4176188516703,8.99010323775242,13.7539894705411,10.3948404914574,15.8258052428439,15.362759679759
"GE917151_Past",1.02645368739963,5.38151259526194,2.15436065227968,3.323676242492,1.84096882895727,0.708414259780856,1.80159622458327,4.53278909612524,3.32852460560039,0,0,2.22054857151161,0,3.01455063662285,0,2.81506713817026,1.94898614883738,1.05553052816186,0.718834579833974,1.2817059278544,3.84555244268954,3.45137003282186,3.89833427908434,1.86617344839325,0,1.61811640829895,4.15793619658297,4.52165864081254,3.58464392527711
"GE917219_Past",6.15872212439775,6.35996943076412,0.71812021742656,2.9082167121805,4.60242207239318,4.95889981846599,0.900798112291635,3.39959182209393,4.84149033541876,0,0,0,0,3.01455063662285,0,3.75342285089368,4.87246537209346,0,2.8753383193359,3.204264819636,2.88416433201716,4.60182671042914,3.41104249419879,3.73234689678649,0,3.2362328165979,1.03948404914574,5.65207330101568,4.60882790392771
"GE917223_Past",7.18517581179738,6.35996943076412,2.87248086970624,1.2463785909345,1.84096882895727,2.12524277934257,3.60319244916654,4.53278909612524,4.53889718945508,0,5.90409304700066,7.77192000029064,1.38279858459151,5.02425106103809,0,6.56848998906394,0,5.2776526408093,3.59417289916987,5.7676766753448,6.7297167747067,4.0265983716255,2.92375070931325,2.48823126452433,8.99010323775242,5.66340742904632,7.79613036859306,7.91290262142195,5.63301188257832
